0.0, 0.0, 0.0, 0.0, 0.0
-0.03169999999999995, 0.005799999999999972, -0.0736, -5.0, 0.0
-0.0262, -0.20549999999999996, -0.1847, -5.0, 25.0
-0.013299999999999979, -0.31729999999999997, -0.2919, -5.0, 40.0
0.0014000000000000679, -0.39200000000000007, -0.4502, -5.0, 58.0
0.0040000000000000036, -0.4006, -0.5549999999999999, -5.0, 68.0
0.009600000000000053, -0.38989999999999997, -0.7577, -5.0, 90.0
0.030000000000000027, -0.30440000000000006, -0.9526999999999999, -5.0, 113.0
0.038000000000000034, -0.2564, -1.0135, -5.0, 120.0
-0.038899999999999935, 0.2098, -0.065, -5.0, -20.0
-0.02969999999999995, 0.49129999999999996, -0.17709999999999998, -5.0, -50.0
-0.015100000000000002, 0.6694, -0.4134, -5.0, -80.0
-0.0022999999999999687, 0.7056, -0.597, -5.0, -100.0
0.018900000000000028, 0.6872, -0.7903, -5.0, -120.0
-0.06819999999999993, 0.03720000000000001, -0.1725, -10.0, 0.0
-0.05609999999999993, -0.1482, -0.2314, -10.0, 20.0
-0.015499999999999958, -0.38520000000000004, -0.4878, -10.0, 55.0
0.02860000000000007, -0.41540000000000005, -0.7739, -10.0, 85.0
0.04500000000000004, -0.38500000000000006, -0.913, -10.0, 100.0
0.07120000000000004, -0.28509999999999996, -1.0725, -10.0, 120.0
-0.06889999999999996, 0.235, -0.16549999999999998, -10.0, -20.0
-0.05729999999999991, 0.4959, -0.2973, -10.0, -50.0
-0.012299999999999978, 0.6884, -0.5738, -10.0, -85.0
0.03750000000000009, 0.6681999999999999, -0.9038999999999999, -10.0, -120.0
0.0927, 0.611, -1.1231, -20.0, -120.0
-0.08039999999999992, 0.49629999999999996, -0.5118, -20.0, -50.0
-0.11369999999999991, 0.25749999999999995, -0.367, -20.0, -20.0
-0.11659999999999993, 0.0499, -0.3382, -20.0, 0.0
-0.07739999999999991, -0.22810000000000002, -0.4225, -20.0, 30.0
0.016900000000000026, -0.448, -0.7394000000000001, -20.0, 70.0
0.14380000000000004, -0.3594, -1.1806, -20.0, 120.0
0.2290000000000001, -0.42740000000000006, -1.2499, -30.0, 120.0
0.09220000000000006, -0.4825, -0.9202999999999999, -30.0, 80.0
0.008000000000000007, -0.4368, -0.751, -30.0, 60.0
-0.023499999999999965, -0.36700000000000005, -0.6768000000000001, -30.0, 50.0
-0.10619999999999996, -0.1381, -0.5242, -30.0, 20.0
-0.1298999999999999, 0.07169999999999999, -0.5193, -30.0, 0.0
-0.09589999999999999, 0.43579999999999997, -0.6572, -30.0, -40.0
-0.03799999999999992, 0.5549999999999999, -0.8038000000000001, -30.0, -60.0
-0.007000000000000006, 0.5925, -0.8993, -30.0, -70.0
0.1090000000000001, 0.6132, -1.1593, -30.0, -100.0
0.1846000000000001, 0.514, -1.3305, -30.0, -120.0
0.3042, 0.443, -1.4958, -40.0, -120.0
0.011700000000000044, 0.5103, -1.0201, -40.0, -60.0
-0.11569999999999991, 0.057599999999999985, -0.7025, -40.0, 0.0
0.04800000000000004, -0.448, -0.8567, -40.0, 60.0
0.33710000000000007, -0.5297000000000001, -1.3217, -40.0, 120.0
0.44560000000000005, -0.5911, -1.3578999999999999, -50.0, 120.0
0.09920000000000007, -0.49800000000000005, -0.9460999999999999, -50.0, 60.0
-0.07879999999999998, 0.04319999999999996, -0.876, -50.0, 0.0
0.10510000000000008, -0.5116, -0.9425999999999999, -50.0, 60.0
0.4449, -0.6175999999999999, -1.3573, -50.0, 120.0
0.5651, -0.6997, -1.3748, -60.0, 120.0
0.1675000000000001, -0.5428999999999999, -1.0271, -60.0, 60.0
-0.025699999999999945, -0.016699999999999993, -1.0253, -60.0, 0.0
0.20350000000000001, 0.3569, -1.3948, -60.0, -60.0
0.6016, 0.18939999999999999, -1.7606, -60.0, -120.0
0.769, 0.0373, -1.8215000000000001, -70.0, -120.0
0.32710000000000006, 0.2349, -1.5526, -70.0, -60.0
0.05249999999999999, -0.07769999999999999, -1.1669, -70.0, 0.0
0.2401000000000001, -0.6094999999999999, -1.0844, -70.0, 60.0
0.6779000000000001, -0.7933999999999999, -1.3595, -70.0, 120.0
0.7822, -0.8961999999999999, -1.3116, -80.0, 120.0
0.3123, -0.6736, -1.1189, -80.0, 60.0
0.15410000000000001, -0.1573, -1.3066, -80.0, 0.0
0.47990000000000005, 0.14439999999999997, -1.6839, -80.0, -60.0
0.9498000000000001, -0.10770000000000002, -1.8697000000000001, -80.0, -120.0
0.8044, 0.02839999999999998, -1.8472, -80.0, -100.0
0.6463000000000001, 0.1157, -1.7686, -80.0, -80.0
